Draft Class,Card Name,Rarity,Type,Card Class,Average,P(1 or more),P(2 or more),P(3 or more)
Mage,Witchwood Piper,rare,Minion,neutral,0.14019,0.13119,0.00856,0.00043
Mage,Volcanosaur,rare,Minion,neutral,0.13746,0.12851,0.00853,0.00041
Mage,Cinderstorm,rare,Spell,mage,0.13619,0.12795,0.00793,0.0003
Mage,Astral Rift,rare,Spell,mage,0.13533,0.12705,0.00796,0.00032
Mage,Golakka Crawler,rare,Minion,neutral,0.12803,0.12077,0.00704,0.00022
Mage,Frostwolf Warlord,basic,Minion,neutral,0.12633,0.11912,0.00695,0.00024
Mage,Cult Master,common,Minion,neutral,0.12625,0.11893,0.00701,0.00031
Mage,Sindragosa,legendary,Minion,mage,0.12474,0.11782,0.0067,0.00021
Mage,Astromancer,epic,Minion,mage,0.12451,0.11745,0.00679,0.00025
Mage,Night Prowler,rare,Minion,neutral,0.12196,0.11482,0.00685,0.00028
Mage,Ironbeak Owl,common,Minion,neutral,0.1215,0.11426,0.0069,0.00034
Mage,Toki Time-Tinker,legendary,Minion,mage,0.11582,0.10982,0.00576,0.00022
Mage,Spellbender,epic,Spell,mage,0.11523,0.10908,0.00595,0.0002
Mage,Archmage Arugal,legendary,Minion,mage,0.11369,0.10777,0.00572,0.00019
Mage,Void Ripper,epic,Minion,neutral,0.10398,0.09918,0.00471,0.00009
Mage,Dread Corsair,common,Minion,neutral,0.09432,0.09053,0.00363,0.00016
Mage,Vaporize,rare,Spell,mage,0.09389,0.08986,0.00391,0.00012
Mage,Keening Banshee,rare,Minion,neutral,0.09374,0.08944,0.00413,0.00016
Mage,Mana Bind,rare,Spell,mage,0.09288,0.08888,0.00385,0.00015
Mage,Molten Reflection,rare,Spell,mage,0.09217,0.08838,0.00371,0.00008
Mage,Wolfrider,basic,Minion,neutral,0.09108,0.08733,0.00364,0.00011
Mage,Darkscale Healer,basic,Minion,neutral,0.09103,0.08693,0.00389,0.00021
Mage,Murloc Tidehunter,basic,Minion,neutral,0.09097,0.08752,0.00336,0.00009
Mage,Elven Archer,basic,Minion,neutral,0.09075,0.087,0.00371,0.00004
Mage,Meteorologist,rare,Minion,mage,0.09015,0.08602,0.00404,0.00009
Mage,Ironforge Rifleman,basic,Minion,neutral,0.08949,0.08578,0.00361,0.0001
Mage,Gnomish Inventor,basic,Minion,neutral,0.08945,0.08588,0.00347,0.0001
Mage,Stormwind Knight,basic,Minion,neutral,0.08916,0.08534,0.00372,0.0001
Mage,Abusive Sergeant,common,Minion,neutral,0.08911,0.08558,0.0034,0.00013
Mage,Archmage,basic,Minion,neutral,0.08897,0.08532,0.00356,0.00008
Mage,Reckless Rocketeer,basic,Minion,neutral,0.08884,0.08517,0.00361,0.00006
Mage,Ancient Brewmaster,common,Minion,neutral,0.08839,0.08457,0.00372,0.0001
Mage,Ogre Magi,basic,Minion,neutral,0.0883,0.08438,0.00384,0.00008
Mage,Worgen Infiltrator,common,Minion,neutral,0.08803,0.08421,0.00373,0.00009
Mage,Kobold Geomancer,basic,Minion,neutral,0.08802,0.08446,0.00349,0.00007
Mage,Fen Creeper,common,Minion,neutral,0.08785,0.08428,0.00348,0.00009
Mage,Oasis Snapjaw,basic,Minion,neutral,0.0878,0.0843,0.00342,0.00008
Mage,Southsea Deckhand,common,Minion,neutral,0.08773,0.0836,0.00395,0.00018
Mage,Voodoo Doctor,basic,Minion,neutral,0.0875,0.08396,0.00343,0.0001
Mage,Razorfen Hunter,basic,Minion,neutral,0.08744,0.08387,0.00348,0.00009
Mage,Deck of Wonders,epic,Spell,mage,0.08741,0.08373,0.00354,0.00013
Mage,Dragonling Mechanic,basic,Minion,neutral,0.08713,0.08377,0.00331,0.00005
Mage,Ironfur Grizzly,basic,Minion,neutral,0.08709,0.08372,0.00325,0.00011
Mage,Scaleworm,rare,Minion,neutral,0.08704,0.08364,0.00333,0.00007
Mage,Stormpike Commando,basic,Minion,neutral,0.08693,0.08368,0.00316,0.00009
Mage,Shrieking Shroom,rare,Minion,neutral,0.08678,0.0832,0.00357,0.00001
Mage,Novice Engineer,basic,Minion,neutral,0.08669,0.08256,0.00404,0.00009
Mage,Gurubashi Berserker,basic,Minion,neutral,0.08658,0.08304,0.00348,0.00006
Mage,Bluegill Warrior,basic,Minion,neutral,0.08647,0.08291,0.00347,0.00009
Mage,Jungle Panther,common,Minion,neutral,0.08629,0.08276,0.00347,0.00006
Mage,Ice Walker,rare,Minion,mage,0.08624,0.08239,0.00373,0.00011
Mage,Kobold Monk,rare,Minion,neutral,0.08599,0.08254,0.00336,0.00009
Mage,Flesheating Ghoul,common,Minion,neutral,0.08576,0.08213,0.00353,0.0001
Mage,Corpse Raiser,rare,Minion,neutral,0.08574,0.08237,0.00332,0.00005
Mage,Frozen Crusher,rare,Minion,neutral,0.08441,0.08097,0.00333,0.00011
Mage,Omega Defender,epic,Minion,neutral,0.08425,0.08067,0.00349,0.00009
Mage,Witch's Cauldron,epic,Minion,neutral,0.08298,0.07967,0.00325,0.00006
Mage,Seaforium Bomber,epic,Minion,neutral,0.08282,0.07973,0.00304,0.00005
Mage,Venture Co. Mercenary,common,Minion,neutral,0.08279,0.07945,0.00327,0.00007
Mage,Zilliax,legendary,Minion,neutral,0.08268,0.07967,0.00292,0.00009
Mage,Elise the Trailblazer,legendary,Minion,neutral,0.0814,0.07848,0.00287,0.00005
Mage,Arfus,legendary,Minion,neutral,0.07808,0.07506,0.00294,0.00008
Mage,Primalfin Lookout,common,Minion,neutral,0.07624,0.07372,0.00246,0.00006
Mage,Stargazer Luna,legendary,Minion,mage,0.07486,0.07239,0.00243,0.00004
Mage,Faithful Lumi,common,Minion,neutral,0.0742,0.07175,0.00239,0.00006
Mage,Wyrmguard,common,Minion,neutral,0.07325,0.07069,0.00253,0.00003
Mage,Darkmire Moonkin,common,Minion,neutral,0.07265,0.07019,0.00243,0.00003
Mage,Cauldron Elemental,common,Minion,neutral,0.07216,0.06981,0.00229,0.00006
Mage,Knife Juggler,rare,Minion,neutral,0.07215,0.06954,0.00256,0.00005
Mage,Unpowered Steambot,common,Minion,neutral,0.07202,0.0696,0.00234,0.00008
Mage,Goblin Bomb,common,Minion,neutral,0.07177,0.06936,0.00236,0.00005
Mage,Swamp Dragon Egg,common,Minion,neutral,0.07174,0.06936,0.00233,0.00005
Mage,Clockwork Automaton,common,Minion,neutral,0.07128,0.06876,0.00246,0.00006
Mage,Whirliglider,common,Minion,neutral,0.07108,0.06867,0.00236,0.00005
Mage,Lost Spirit,common,Minion,neutral,0.07088,0.06863,0.00219,0.00006
Mage,Ultrasaur,common,Minion,neutral,0.07009,0.06781,0.00221,0.00007
Mage,Wax Elemental,common,Minion,neutral,0.06989,0.06777,0.00206,0.00006
Mage,Night Howler,common,Minion,neutral,0.06959,0.06744,0.00211,0.00004
Mage,Bloodworm,common,Minion,neutral,0.06937,0.06709,0.00224,0.00004
Mage,Sabretooth Stalker,common,Minion,neutral,0.06926,0.06714,0.00209,0.00003
Mage,Sneaky Devil,common,Minion,neutral,0.0692,0.06705,0.00214,0.00001
Mage,Ethereal Arcanist,rare,Minion,mage,0.06819,0.06629,0.00183,0.00007
Mage,Silver Vanguard,common,Minion,neutral,0.06788,0.0658,0.002,0.00008
Mage,Deadscale Knight,common,Minion,neutral,0.06784,0.06571,0.00207,0.00006
Mage,Spellweaver,common,Minion,neutral,0.0678,0.06566,0.00208,0.00006
Mage,Snowflipper Penguin,common,Minion,neutral,0.06757,0.06535,0.00215,0.00007
Mage,Skelemancer,common,Minion,neutral,0.06742,0.06524,0.00216,0.00002
Mage,Wretched Tiller,common,Minion,neutral,0.06732,0.06515,0.00211,0.00006
Mage,Wicked Skeleton,common,Minion,neutral,0.06722,0.06486,0.00225,0.00011
Mage,Violet Teacher,rare,Minion,neutral,0.06518,0.06329,0.00185,0.00004
Mage,Pyros,legendary,Minion,mage,0.06476,0.06283,0.0019,0.00003
Mage,Stampeding Kodo,rare,Minion,neutral,0.06336,0.06151,0.00181,0.00004
Mage,Archmage Antonidas,legendary,Minion,mage,0.06333,0.06144,0.00183,0.00006
Mage,Mechanical Whelp,rare,Minion,neutral,0.06199,0.06021,0.00178,0
Mage,Hungry Ettin,rare,Minion,neutral,0.06172,0.05982,0.00183,0.00007
Mage,Doomed Apprentice,rare,Minion,mage,0.06084,0.05922,0.0016,0.00002
Mage,Bright-Eyed Scout,epic,Minion,neutral,0.06061,0.05891,0.00168,0.00002
Mage,Spark Engine,rare,Minion,neutral,0.06031,0.05846,0.0018,0.00005
Mage,Splitting Festeroot,epic,Minion,neutral,0.06023,0.0585,0.0017,0.00003
Mage,Blazecaller,epic,Minion,neutral,0.05995,0.05837,0.00155,0.00003
Mage,Spark Drill,rare,Minion,neutral,0.05992,0.05806,0.00182,0.00004
Mage,Galvanizer,rare,Minion,neutral,0.05972,0.05813,0.00157,0.00002
Mage,Carnivorous Cube,epic,Minion,neutral,0.05899,0.0573,0.00167,0.00002
Mage,Gentle Megasaur,epic,Minion,neutral,0.05826,0.05654,0.00172,0
Mage,Shallow Gravedigger,rare,Minion,neutral,0.05811,0.05632,0.00176,0.00003
Mage,Lifedrinker,rare,Minion,neutral,0.05679,0.05526,0.00151,0.00002
Mage,Servant of Kalimos,rare,Minion,neutral,0.05352,0.05224,0.00123,0.00005
Mage,Marin the Fox,legendary,Minion,neutral,0.05153,0.0502,0.0013,0.00003
Mage,Onyxia,legendary,Minion,neutral,0.04742,0.04652,0.00088,0.00002
Mage,The Black Knight,legendary,Minion,neutral,0.04739,0.04623,0.00114,0.00002
Mage,Alexstrasza,legendary,Minion,neutral,0.04715,0.04602,0.00112,0.00001
Mage,Baron Geddon,legendary,Minion,neutral,0.04714,0.04622,0.00091,0.00001
Mage,Cairne Bloodhoof,legendary,Minion,neutral,0.04693,0.04574,0.00117,0.00002
Mage,The Lich King,legendary,Minion,neutral,0.04583,0.04493,0.00088,0.00002
Mage,Arcane Tyrant,epic,Minion,neutral,0.04529,0.04426,0.00103,0
Mage,Crazed Alchemist,rare,Minion,neutral,0.04422,0.04329,0.00091,0.00002
Mage,Happy Ghoul,rare,Minion,neutral,0.04402,0.04305,0.00094,0.00003
Mage,Emperor Cobra,rare,Minion,neutral,0.04383,0.04289,0.00093,0.00001
Mage,Injured Blademaster,rare,Minion,neutral,0.04329,0.0424,0.00088,0.00001
Mage,Gruul,legendary,Minion,neutral,0.04305,0.04214,0.00089,0.00002
Mage,Mindbreaker,rare,Minion,neutral,0.04274,0.04199,0.00074,0.00001
Mage,Sunfury Protector,rare,Minion,neutral,0.04268,0.04173,0.00093,0.00002
Mage,Mad Hatter,rare,Minion,neutral,0.04267,0.04172,0.00095,0
Mage,Tol'vir Stoneshaper,rare,Minion,neutral,0.04214,0.04125,0.00088,0.00001
Mage,Aluneth,legendary,Weapon,mage,0.04211,0.04131,0.0008,0
Mage,Gluttonous Ooze,epic,Minion,neutral,0.04206,0.04128,0.00077,0.00001
Mage,Voodoo Doll,epic,Minion,neutral,0.04138,0.04048,0.0009,0
Mage,Feral Gibberer,rare,Minion,neutral,0.04133,0.04055,0.00076,0.00002
Mage,Dalaran Mage,basic,Minion,neutral,0.04114,0.04016,0.00095,0.00003
Mage,Ebon Dragonsmith,rare,Minion,neutral,0.04103,0.04017,0.00084,0.00002
Mage,Corpsetaker,epic,Minion,neutral,0.04101,0.04042,0.00059,0
Mage,Scorp-o-matic,rare,Minion,neutral,0.04098,0.04029,0.00068,0.00001
Mage,Holomancer,epic,Minion,neutral,0.04086,0.04015,0.00071,0
Mage,Shieldbearer,common,Minion,neutral,0.04055,0.03983,0.00072,0
Mage,Crystallizer,epic,Minion,neutral,0.04042,0.03966,0.00076,0
Mage,Wisp,common,Minion,neutral,0.04025,0.03957,0.00066,0.00002
Mage,Magma Rager,basic,Minion,neutral,0.03994,0.039,0.00092,0.00002
Mage,Grimscale Oracle,basic,Minion,neutral,0.03945,0.03872,0.00072,0.00001
Mage,Nightblade,basic,Minion,neutral,0.03931,0.03862,0.00069,0
Mage,Frostwolf Grunt,basic,Minion,neutral,0.0392,0.03842,0.00078,0
Mage,Phantom Freebooter,rare,Minion,neutral,0.03915,0.03833,0.00082,0
Mage,Raid Leader,basic,Minion,neutral,0.0384,0.03779,0.0006,0.00001
Mage,Murloc Raider,basic,Minion,neutral,0.03834,0.03766,0.00068,0
Mage,Booty Bay Bodyguard,basic,Minion,neutral,0.03823,0.03752,0.00071,0
Mage,Lord of the Arena,basic,Minion,neutral,0.03811,0.03745,0.00065,0.00001
Mage,Defender of Argus,rare,Minion,neutral,0.03809,0.03742,0.00067,0
Mage,Priestess of Elune,common,Minion,neutral,0.03807,0.03735,0.00072,0
Mage,Core Hound,basic,Minion,neutral,0.038,0.03733,0.00066,0.00001
Mage,Goldshire Footman,basic,Minion,neutral,0.03787,0.03721,0.00066,0
Mage,Silverback Patriarch,basic,Minion,neutral,0.03733,0.03671,0.00062,0
Mage,Leper Gnome,common,Minion,neutral,0.03727,0.03668,0.00058,0.00001
Mage,Pint-Sized Summoner,rare,Minion,neutral,0.03714,0.03652,0.00062,0
Mage,Mogu'shan Warden,common,Minion,neutral,0.037,0.03642,0.00056,0.00002
Mage,Stonetusk Boar,basic,Minion,neutral,0.03691,0.03632,0.00058,0.00001
Mage,Windfury Harpy,common,Minion,neutral,0.03654,0.03587,0.00065,0.00002
Mage,Thrallmar Farseer,common,Minion,neutral,0.03652,0.03576,0.00076,0
Mage,Tauren Warrior,common,Minion,neutral,0.03614,0.0355,0.00062,0.00002
Mage,Young Dragonhawk,common,Minion,neutral,0.03574,0.03507,0.00066,0.00001
Mage,War Golem,basic,Minion,neutral,0.03563,0.03507,0.00055,0.00001
Mage,Grand Archivist,epic,Minion,neutral,0.03076,0.03045,0.00031,0
Mage,Hogger,legendary,Minion,neutral,0.03056,0.03014,0.00042,0
Mage,Faceless Manipulator,epic,Minion,neutral,0.02971,0.02928,0.00042,0.00001
Mage,Sandbinder,epic,Minion,neutral,0.02926,0.02871,0.00053,0.00002
Mage,Doomsayer,epic,Minion,neutral,0.02917,0.02875,0.00041,0.00001
Mage,Dragoncaller Alanna,legendary,Minion,mage,0.02875,0.02842,0.00033,0
Mage,Nerubian Unraveler,epic,Minion,neutral,0.02826,0.02793,0.00033,0
Mage,Big Game Hunter,epic,Minion,neutral,0.0276,0.02731,0.00028,0.00001
Mage,Rummaging Kobold,epic,Minion,neutral,0.0274,0.02712,0.00028,0
Mage,Harrison Jones,legendary,Minion,neutral,0.02708,0.02669,0.00039,0
Mage,Leeroy Jenkins,legendary,Minion,neutral,0.02694,0.02663,0.00031,0
Mage,Illidan Stormrage,legendary,Minion,neutral,0.02682,0.02654,0.00028,0
Mage,Malygos,legendary,Minion,neutral,0.02681,0.02658,0.00022,0.00001
Mage,Glacial Mysteries,epic,Spell,mage,0.02649,0.02606,0.00043,0
Mage,Emerald Hive Queen,epic,Minion,neutral,0.02631,0.02599,0.00032,0
Mage,Simulacrum,epic,Spell,mage,0.02439,0.02413,0.00026,0
Mage,Deathwing,legendary,Minion,neutral,0.02432,0.02407,0.00025,0
Mage,Ysera,legendary,Minion,neutral,0.02414,0.02391,0.00022,0.00001
Mage,Secretkeeper,rare,Minion,neutral,0.02398,0.02374,0.00024,0
Mage,Master Oakheart,legendary,Minion,neutral,0.02274,0.02257,0.00017,0
Mage,Mana Addict,rare,Minion,neutral,0.02269,0.02233,0.00036,0
Mage,Lightwarden,rare,Minion,neutral,0.02268,0.02245,0.00022,0.00001
Mage,Demolisher,rare,Minion,neutral,0.02133,0.02115,0.00018,0
Mage,Spiritsinger Umbra,legendary,Minion,neutral,0.02117,0.02095,0.00022,0
Mage,Young Priestess,rare,Minion,neutral,0.02107,0.0209,0.00017,0
Mage,Hemet Jungle Hunter,legendary,Minion,neutral,0.02098,0.02075,0.00023,0
Mage,Imp Master,rare,Minion,neutral,0.02098,0.02074,0.00024,0
Mage,Mana Wraith,rare,Minion,neutral,0.02081,0.02069,0.00012,0
Mage,Abomination,rare,Minion,neutral,0.02079,0.02053,0.00025,0.00001
Mage,Countess Ashmore,legendary,Minion,neutral,0.02072,0.02046,0.00026,0
Mage,Master Swordsmith,rare,Minion,neutral,0.02064,0.02041,0.00023,0
Mage,Prince Valanar,legendary,Minion,neutral,0.02051,0.02027,0.00023,0.00001
Mage,Questing Adventurer,rare,Minion,neutral,0.02044,0.02029,0.00015,0
Mage,Ravenholdt Assassin,rare,Minion,neutral,0.02037,0.02017,0.00019,0.00001
Mage,Zola the Gorgon,legendary,Minion,neutral,0.01977,0.01962,0.00015,0
Mage,Prince Keleseth,legendary,Minion,neutral,0.01976,0.01959,0.00017,0
Mage,Prince Taldaram,legendary,Minion,neutral,0.01971,0.01949,0.00022,0
Mage,Murloc Tidecaller,rare,Minion,neutral,0.01929,0.01909,0.0002,0
Mage,Devilsaur Egg,rare,Minion,neutral,0.01798,0.01782,0.00016,0
Mage,Unpowered Mauler,rare,Minion,neutral,0.01713,0.017,0.00013,0
Mage,Gravelsnout Knight,rare,Minion,neutral,0.01688,0.01667,0.0002,0.00001
Mage,Luna's Pocket Galaxy,legendary,Spell,mage,0.01639,0.01619,0.0002,0
Mage,Ticking Abomination,rare,Minion,neutral,0.01638,0.01628,0.0001,0
Mage,Furbolg Mossbinder,rare,Minion,neutral,0.0159,0.01581,0.00009,0
Mage,Southsea Captain,epic,Minion,neutral,0.01513,0.01501,0.00012,0
Mage,Hungry Crab,epic,Minion,neutral,0.01478,0.01471,0.00007,0
Mage,Murloc Warleader,epic,Minion,neutral,0.01451,0.01443,0.00008,0
Mage,Skulking Geist,epic,Minion,neutral,0.01218,0.01214,0.00004,0
Mage,Furnacefire Colossus,epic,Minion,neutral,0.01213,0.01208,0.00005,0
Mage,Star Aligner,epic,Minion,neutral,0.01207,0.01197,0.00009,0.00001
Mage,Meat Wagon,epic,Minion,neutral,0.0119,0.01179,0.00011,0
Mage,Tortollan Primalist,epic,Minion,neutral,0.01163,0.01153,0.0001,0
Mage,Drakkari Enchanter,epic,Minion,neutral,0.01145,0.0114,0.00005,0
Mage,Deathaxe Punisher,epic,Minion,neutral,0.01129,0.01122,0.00007,0
Mage,Rattling Rascal,epic,Minion,neutral,0.0112,0.01118,0.00002,0
Mage,Baleful Banker,epic,Minion,neutral,0.01117,0.01108,0.00009,0
Mage,Dragonhatcher,epic,Minion,neutral,0.01092,0.0109,0.00002,0
Mage,Shimmering Courser,epic,Minion,neutral,0.01079,0.01073,0.00006,0
Mage,Bloodmage Thalnos,legendary,Minion,neutral,0.01077,0.01066,0.00011,0
Mage,The Beast,legendary,Minion,neutral,0.01076,0.0107,0.00006,0
Mage,Captain Greenskin,legendary,Minion,neutral,0.01069,0.01067,0.00002,0
Mage,Tomb Lurker,epic,Minion,neutral,0.01058,0.01054,0.00004,0
Mage,Tinkmaster Overspark,legendary,Minion,neutral,0.01056,0.01048,0.00008,0
Mage,Nat Pagle,legendary,Minion,neutral,0.01047,0.01038,0.00009,0
Mage,King Mukla,legendary,Minion,neutral,0.01041,0.01036,0.00005,0
Mage,Nozdormu,legendary,Minion,neutral,0.0104,0.01034,0.00006,0
Mage,Arcane Golem,rare,Minion,neutral,0.00941,0.00937,0.00004,0
Mage,Coldlight Seer,rare,Minion,neutral,0.00939,0.00935,0.00004,0
Mage,Angry Chicken,rare,Minion,neutral,0.00931,0.00925,0.00006,0
Mage,Alarm-o-Bot,rare,Minion,neutral,0.00926,0.0092,0.00006,0
Mage,Bloodsail Corsair,rare,Minion,neutral,0.00917,0.00915,0.00002,0
Mage,Ancient Mage,rare,Minion,neutral,0.00901,0.00899,0.00002,0
Mage,Gadgetzan Auctioneer,rare,Minion,neutral,0.00899,0.00895,0.00004,0
Mage,Harbinger Celestia,legendary,Minion,neutral,0.00803,0.00799,0.00004,0
Mage,Subject 9,legendary,Minion,neutral,0.00797,0.00796,0.00001,0
Mage,Ozruk,legendary,Minion,neutral,0.00789,0.00785,0.00004,0
Mage,Mecha'thun,legendary,Minion,neutral,0.00772,0.00769,0.00003,0
Mage,Azalina Soulthief,legendary,Minion,neutral,0.00762,0.0076,0.00002,0
Mage,The Voraxx,legendary,Minion,neutral,0.00759,0.00755,0.00004,0
Mage,King Togwaggle,legendary,Minion,neutral,0.00754,0.00751,0.00003,0
Mage,The Darkness,legendary,Minion,neutral,0.00748,0.00742,0.00006,0
Mage,Dollmaster Dorian,legendary,Minion,neutral,0.00744,0.00741,0.00003,0
Mage,Mountain Giant,epic,Minion,neutral,0.00612,0.00611,0.00001,0
Mage,Lorewalker Cho,legendary,Minion,neutral,0.00401,0.00401,0,0
Mage,Millhouse Manastorm,legendary,Minion,neutral,0.00385,0.00384,0.00001,0
Paladin,Sound the Bells!,common,Spell,paladin,1.43361,0.77101,0.42311,0.17146
Paladin,Hammer of Wrath,basic,Spell,paladin,1.41412,0.76767,0.41612,0.16591
Paladin,Drygulch Jailor,common,Minion,paladin,1.07376,0.66531,0.29069,0.0915
Paladin,Dark Conviction,common,Spell,paladin,0.99143,0.63634,0.26117,0.07504
Paladin,Light's Justice,basic,Weapon,paladin,0.88276,0.59188,0.21995,0.05766
Paladin,Potion of Heroism,common,Spell,paladin,0.87888,0.59097,0.21877,0.05657
Paladin,Lightfused Stegodon,rare,Minion,paladin,0.86342,0.59848,0.21058,0.04651
Paladin,Glow-Tron,common,Minion,paladin,0.84465,0.57695,0.20558,0.05115
Paladin,Lost in the Jungle,common,Spell,paladin,0.80238,0.55703,0.19084,0.04538
Paladin,Equality,rare,Spell,paladin,0.7649,0.55062,0.17422,0.03482
Paladin,Ravencaller,common,Minion,neutral,0.71733,0.51619,0.16047,0.03413
Paladin,Deranged Doctor,common,Minion,neutral,0.71651,0.5167,0.15974,0.03415
Paladin,Walnut Sprite,common,Minion,neutral,0.7145,0.51664,0.15852,0.03325
Paladin,Rotten Applebaum,common,Minion,neutral,0.71293,0.51551,0.15805,0.03361
Paladin,Tanglefur Mystic,common,Minion,neutral,0.71086,0.51353,0.15813,0.03293
Paladin,Unidentified Maul,rare,Weapon,paladin,0.69384,0.51679,0.14733,0.02635
Paladin,Silver Sword,rare,Weapon,paladin,0.68712,0.51135,0.14721,0.02519
Paladin,Benevolent Djinn,common,Minion,paladin,0.68071,0.49936,0.14687,0.02946
Paladin,Chillblade Champion,common,Minion,paladin,0.67885,0.49722,0.1479,0.029
Paladin,Stubborn Gastropod,common,Minion,neutral,0.66957,0.49275,0.14252,0.02957
Paladin,Furious Ettin,common,Minion,neutral,0.65875,0.48729,0.14016,0.027
Paladin,Shrink Ray,rare,Spell,paladin,0.64302,0.48473,0.13141,0.02346
Paladin,Pumpkin Peasant,common,Minion,neutral,0.62252,0.46772,0.12749,0.02354
Paladin,Hydrologist,common,Minion,paladin,0.58652,0.44769,0.1155,0.02033
Paladin,Righteous Protector,common,Minion,paladin,0.58226,0.44481,0.11468,0.01972
Paladin,Argent Protector,common,Minion,paladin,0.58206,0.44521,0.11437,0.01962
Paladin,Toxicologist,common,Minion,neutral,0.57753,0.44294,0.11301,0.01904
Paladin,Spring Rocket,common,Minion,neutral,0.57751,0.4426,0.11291,0.01941
Paladin,Electrowright,common,Minion,neutral,0.57477,0.4409,0.11203,0.01904
Paladin,Witchwood Grizzly,rare,Minion,neutral,0.57395,0.44689,0.10891,0.01643
Paladin,Phantom Militia,rare,Minion,neutral,0.57374,0.44752,0.10748,0.01676
Paladin,Piloted Reaper,common,Minion,neutral,0.57248,0.44004,0.1114,0.01866
Paladin,Wargear,common,Minion,neutral,0.57192,0.43959,0.11068,0.01882
Paladin,Ghostly Charger,common,Minion,paladin,0.57087,0.43739,0.11155,0.01948
Paladin,Mecharoo,common,Minion,neutral,0.56138,0.43402,0.10684,0.01787
Paladin,Autodefense Matrix,common,Spell,paladin,0.55644,0.42926,0.10711,0.01767
Paladin,Call to Arms,epic,Spell,paladin,0.54757,0.43282,0.10017,0.01342
Paladin,Sword of Justice,epic,Weapon,paladin,0.5393,0.42809,0.09657,0.01323
Paladin,Noble Sacrifice,common,Spell,paladin,0.51685,0.40673,0.09377,0.01454
Paladin,Blessing of Wisdom,common,Spell,paladin,0.5165,0.40656,0.09314,0.0147
Paladin,Redemption,common,Spell,paladin,0.516,0.40589,0.09373,0.01459
Paladin,Adaptation,common,Spell,paladin,0.51486,0.40488,0.09305,0.01505
Paladin,Hand of Protection,basic,Spell,paladin,0.51485,0.40646,0.09251,0.01433
Paladin,Bone Drake,rare,Minion,neutral,0.51448,0.412,0.0897,0.01164
Paladin,Blessing of Might,basic,Spell,paladin,0.51422,0.40573,0.09266,0.01419
Paladin,Repentance,common,Spell,paladin,0.51352,0.40429,0.09332,0.01415
Paladin,Humility,basic,Spell,paladin,0.51233,0.40414,0.09231,0.01412
Paladin,Holy Light,basic,Spell,paladin,0.51204,0.40403,0.09212,0.01417
Paladin,Aldor Peacekeeper,rare,Minion,paladin,0.50494,0.40702,0.08589,0.01112
Paladin,Kaboom Bot,common,Minion,neutral,0.5027,0.39705,0.09084,0.01309
Paladin,Coppertail Imposter,common,Minion,neutral,0.50212,0.3985,0.08953,0.0127
Paladin,Crystal Lion,rare,Minion,paladin,0.50192,0.40583,0.08454,0.01064
